WNTJ_1_10_p100_r10_t10_c100a.dat;10;16;DP;SUCCESS;131;0.011683
WNTJ_1_10_p100_r10_t10_c100b.dat;10;16;DP;SUCCESS;74;0.012735
WNTJ_1_10_p100_r10_t10_c100c.dat;10;17;DP;SUCCESS;110;0.011294
WNTJ_1_10_p100_r10_t10_c100d.dat;10;14;DP;SUCCESS;237;0.014475
WNTJ_1_10_p100_r10_t10_c100e.dat;10;15;DP;SUCCESS;280;0.015386
WNTJ_1_10_p100_r10_t10_c100f.dat;10;15;DP;SUCCESS;246;0.010692
WNTJ_1_10_p100_r10_t10_c100g.dat;10;15;DP;SUCCESS;179;0.014354
WNTJ_1_10_p100_r10_t10_c100h.dat;10;20;DP;SUCCESS;203;0.018838
WNTJ_1_10_p100_r10_t10_c100i.dat;10;17;DP;SUCCESS;320;0.010881
WNTJ_1_10_p100_r10_t10_c100j.dat;10;13;DP;SUCCESS;140;0.016354
WNTJ_1_10_p100_r10_t1_c100a.dat;10;10;DP;SUCCESS;421;0.008161
WNTJ_1_10_p100_r10_t1_c100b.dat;10;13;DP;SUCCESS;210;0.008292
WNTJ_1_10_p100_r10_t1_c100c.dat;10;11;DP;SUCCESS;380;0.009809
WNTJ_1_10_p100_r10_t1_c100d.dat;10;10;DP;SUCCESS;270;0.009196
WNTJ_1_10_p100_r10_t1_c100e.dat;10;11;DP;SUCCESS;154;0.009098
WNTJ_1_10_p100_r10_t1_c100f.dat;10;11;DP;SUCCESS;288;0.009107
WNTJ_1_10_p100_r10_t1_c100g.dat;10;18;DP;SUCCESS;85;0.02633
WNTJ_1_10_p100_r10_t1_c100h.dat;10;10;DP;SUCCESS;265;0.007997
WNTJ_1_10_p100_r10_t1_c100i.dat;10;13;DP;SUCCESS;174;0.010098
WNTJ_1_10_p100_r10_t1_c100j.dat;10;14;DP;SUCCESS;285;0.013563
WNTJ_1_10_p100_r10_t20_c100a.dat;10;20;DP;SUCCESS;151;0.120879
WNTJ_1_10_p100_r10_t20_c100b.dat;10;14;DP;SUCCESS;183;0.019529
WNTJ_1_10_p100_r10_t20_c100c.dat;10;16;DP;SUCCESS;83;0.025485
WNTJ_1_10_p100_r10_t20_c100d.dat;10;25;DP;SUCCESS;180;0.139064
WNTJ_1_10_p100_r10_t20_c100e.dat;10;15;DP;SUCCESS;140;0.017881
WNTJ_1_10_p100_r10_t20_c100f.dat;10;27;DP;SUCCESS;94;0.051438
WNTJ_1_10_p100_r10_t20_c100g.dat;10;18;DP;SUCCESS;31;0.039759
WNTJ_1_10_p100_r10_t20_c100h.dat;10;17;DP;SUCCESS;201;0.020331
WNTJ_1_10_p100_r10_t20_c100i.dat;10;26;DP;SUCCESS;119;0.05832
WNTJ_1_10_p100_r10_t20_c100j.dat;10;13;DP;SUCCESS;203;0.013426
WNTJ_1_10_p100_r10_t5_c100a.dat;10;11;DP;SUCCESS;313;0.008161
WNTJ_1_10_p100_r10_t5_c100b.dat;10;12;DP;SUCCESS;241;0.008939
WNTJ_1_10_p100_r10_t5_c100c.dat;10;14;DP;SUCCESS;109;0.009344
WNTJ_1_10_p100_r10_t5_c100d.dat;10;10;DP;SUCCESS;287;0.008377
WNTJ_1_10_p100_r10_t5_c100e.dat;10;11;DP;SUCCESS;119;0.009148
WNTJ_1_10_p100_r10_t5_c100f.dat;10;11;DP;SUCCESS;183;0.008093
WNTJ_1_10_p100_r10_t5_c100g.dat;10;17;DP;SUCCESS;62;0.017568
WNTJ_1_10_p100_r10_t5_c100h.dat;10;12;DP;SUCCESS;227;0.014385
WNTJ_1_10_p100_r10_t5_c100i.dat;10;11;DP;SUCCESS;129;0.00852
WNTJ_1_10_p100_r10_t5_c100j.dat;10;15;DP;SUCCESS;128;0.017118
WNTJ_1_10_p100_r1_t10_c100a.dat;10;18;DP;SUCCESS;158;0.015159
WNTJ_1_10_p100_r1_t10_c100b.dat;10;13;DP;SUCCESS;175;0.010699
WNTJ_1_10_p100_r1_t10_c100c.dat;10;22;DP;SUCCESS;350;0.013615
WNTJ_1_10_p100_r1_t10_c100d.dat;10;12;DP;SUCCESS;280;0.008909
WNTJ_1_10_p100_r1_t10_c100e.dat;10;17;DP;SUCCESS;344;0.019153
WNTJ_1_10_p100_r1_t10_c100f.dat;10;20;DP;SUCCESS;196;0.016646
WNTJ_1_10_p100_r1_t10_c100g.dat;10;23;DP;SUCCESS;99;0.069181
WNTJ_1_10_p100_r1_t10_c100h.dat;10;13;DP;SUCCESS;197;0.010349
WNTJ_1_10_p100_r1_t10_c100i.dat;10;26;DP;SUCCESS;66;0.169756
WNTJ_1_10_p100_r1_t10_c100j.dat;10;13;DP;SUCCESS;160;0.012255
WNTJ_1_10_p100_r1_t1_c100a.dat;10;11;DP;SUCCESS;262;0.007867
WNTJ_1_10_p100_r1_t1_c100b.dat;10;13;DP;SUCCESS;214;0.011353
WNTJ_1_10_p100_r1_t1_c100c.dat;10;10;DP;SUCCESS;495;0.008431
WNTJ_1_10_p100_r1_t1_c100d.dat;10;19;DP;SUCCESS;269;0.017164
WNTJ_1_10_p100_r1_t1_c100e.dat;10;11;DP;SUCCESS;315;0.008037
WNTJ_1_10_p100_r1_t1_c100f.dat;10;11;DP;SUCCESS;320;0.008204
WNTJ_1_10_p100_r1_t1_c100g.dat;10;11;DP;SUCCESS;369;0.008295
WNTJ_1_10_p100_r1_t1_c100h.dat;10;14;DP;SUCCESS;279;0.01428
WNTJ_1_10_p100_r1_t1_c100i.dat;10;10;DP;SUCCESS;357;0.008399
WNTJ_1_10_p100_r1_t1_c100j.dat;10;14;DP;SUCCESS;125;0.013028
WNTJ_1_10_p100_r1_t20_c100a.dat;10;28;DP;SUCCESS;86;0.230902
WNTJ_1_10_p100_r1_t20_c100b.dat;10;13;DP;SUCCESS;322;0.013743
WNTJ_1_10_p100_r1_t20_c100c.dat;10;32;DP;SUCCESS;80;0.61242
WNTJ_1_10_p100_r1_t20_c100d.dat;10;19;DP;SUCCESS;173;0.053179
WNTJ_1_10_p100_r1_t20_c100e.dat;10;18;DP;SUCCESS;165;0.038502
WNTJ_1_10_p100_r1_t20_c100f.dat;10;21;DP;SUCCESS;61;0.056209
WNTJ_1_10_p100_r1_t20_c100g.dat;10;13;DP;SUCCESS;170;0.012153
WNTJ_1_10_p100_r1_t20_c100h.dat;10;23;DP;SUCCESS;104;0.102756
WNTJ_1_10_p100_r1_t20_c100i.dat;10;17;DP;SUCCESS;191;0.037427
WNTJ_1_10_p100_r1_t20_c100j.dat;10;24;DP;SUCCESS;49;0.025479
WNTJ_1_10_p100_r1_t5_c100a.dat;10;12;DP;SUCCESS;119;0.014221
WNTJ_1_10_p100_r1_t5_c100b.dat;10;14;DP;SUCCESS;278;0.013155
WNTJ_1_10_p100_r1_t5_c100c.dat;10;14;DP;SUCCESS;267;0.010079
WNTJ_1_10_p100_r1_t5_c100d.dat;10;10;DP;SUCCESS;275;0.008328
WNTJ_1_10_p100_r1_t5_c100e.dat;10;13;DP;SUCCESS;158;0.008899
WNTJ_1_10_p100_r1_t5_c100f.dat;10;11;DP;SUCCESS;299;0.009572
WNTJ_1_10_p100_r1_t5_c100g.dat;10;16;DP;SUCCESS;273;0.011567
WNTJ_1_10_p100_r1_t5_c100h.dat;10;13;DP;SUCCESS;208;0.010277
WNTJ_1_10_p100_r1_t5_c100i.dat;10;13;DP;SUCCESS;234;0.009398
WNTJ_1_10_p100_r1_t5_c100j.dat;10;10;DP;SUCCESS;182;0.008231
WNTJ_1_10_p100_r20_t10_c100a.dat;10;16;DP;SUCCESS;168;0.017898
WNTJ_1_10_p100_r20_t10_c100b.dat;10;13;DP;SUCCESS;57;0.01509
WNTJ_1_10_p100_r20_t10_c100c.dat;10;17;DP;SUCCESS;78;0.011795
WNTJ_1_10_p100_r20_t10_c100d.dat;10;13;DP;SUCCESS;114;0.010655
WNTJ_1_10_p100_r20_t10_c100e.dat;10;20;DP;SUCCESS;81;0.028823
WNTJ_1_10_p100_r20_t10_c100f.dat;10;16;DP;SUCCESS;143;0.019343
WNTJ_1_10_p100_r20_t10_c100g.dat;10;19;DP;SUCCESS;177;0.01418
WNTJ_1_10_p100_r20_t10_c100h.dat;10;13;DP;SUCCESS;58;0.016246
WNTJ_1_10_p100_r20_t10_c100i.dat;10;14;DP;SUCCESS;202;0.011353
WNTJ_1_10_p100_r20_t10_c100j.dat;10;18;DP;SUCCESS;59;0.023629
WNTJ_1_10_p100_r20_t1_c100a.dat;10;10;DP;SUCCESS;148;0.008166
WNTJ_1_10_p100_r20_t1_c100b.dat;10;10;DP;SUCCESS;98;0.007912
WNTJ_1_10_p100_r20_t1_c100c.dat;10;12;DP;SUCCESS;127;0.008964
WNTJ_1_10_p100_r20_t1_c100d.dat;10;13;DP;SUCCESS;217;0.008538
WNTJ_1_10_p100_r20_t1_c100e.dat;10;11;DP;SUCCESS;227;0.008076
WNTJ_1_10_p100_r20_t1_c100f.dat;10;12;DP;SUCCESS;182;0.008333
WNTJ_1_10_p100_r20_t1_c100g.dat;10;11;DP;SUCCESS;230;0.009471
WNTJ_1_10_p100_r20_t1_c100h.dat;10;11;DP;SUCCESS;303;0.009072
WNTJ_1_10_p100_r20_t1_c100i.dat;10;13;DP;SUCCESS;292;0.008923
WNTJ_1_10_p100_r20_t1_c100j.dat;10;10;DP;SUCCESS;304;0.007845
WNTJ_1_10_p100_r20_t20_c100a.dat;10;17;DP;SUCCESS;9;0.032738
WNTJ_1_10_p100_r20_t20_c100b.dat;10;17;DP;SUCCESS;135;0.036121
WNTJ_1_10_p100_r20_t20_c100c.dat;10;18;DP;SUCCESS;35;0.051031
WNTJ_1_10_p100_r20_t20_c100d.dat;10;17;DP;SUCCESS;19;0.018759
WNTJ_1_10_p100_r20_t20_c100e.dat;10;14;DP;SUCCESS;148;0.013738
WNTJ_1_10_p100_r20_t20_c100f.dat;10;16;DP;SUCCESS;60;0.057858
WNTJ_1_10_p100_r20_t20_c100g.dat;10;13;DP;SUCCESS;68;0.013598
WNTJ_1_10_p100_r20_t20_c100h.dat;10;24;DP;SUCCESS;88;0.075739
WNTJ_1_10_p100_r20_t20_c100i.dat;10;19;DP;SUCCESS;180;0.026236
WNTJ_1_10_p100_r20_t20_c100j.dat;10;16;DP;SUCCESS;95;0.02496
WNTJ_1_10_p100_r20_t5_c100a.dat;10;10;DP;SUCCESS;316;0.00791
WNTJ_1_10_p100_r20_t5_c100b.dat;10;10;DP;SUCCESS;262;0.0085
WNTJ_1_10_p100_r20_t5_c100c.dat;10;10;DP;SUCCESS;173;0.009051
WNTJ_1_10_p100_r20_t5_c100d.dat;10;16;DP;SUCCESS;129;0.013794
WNTJ_1_10_p100_r20_t5_c100e.dat;10;12;DP;SUCCESS;298;0.008332
WNTJ_1_10_p100_r20_t5_c100f.dat;10;13;DP;SUCCESS;41;0.016014
WNTJ_1_10_p100_r20_t5_c100g.dat;10;11;DP;SUCCESS;217;0.009168
WNTJ_1_10_p100_r20_t5_c100h.dat;10;13;DP;SUCCESS;176;0.009282
WNTJ_1_10_p100_r20_t5_c100i.dat;10;10;DP;SUCCESS;246;0.008121
WNTJ_1_10_p100_r20_t5_c100j.dat;10;11;DP;SUCCESS;168;0.008457
WNTJ_1_10_p100_r5_t10_c100a.dat;10;14;DP;SUCCESS;234;0.018627
WNTJ_1_10_p100_r5_t10_c100b.dat;10;15;DP;SUCCESS;244;0.009205
WNTJ_1_10_p100_r5_t10_c100c.dat;10;18;DP;SUCCESS;209;0.01935
WNTJ_1_10_p100_r5_t10_c100d.dat;10;18;DP;SUCCESS;169;0.014859
WNTJ_1_10_p100_r5_t10_c100e.dat;10;21;DP;SUCCESS;151;0.062443
WNTJ_1_10_p100_r5_t10_c100f.dat;10;17;DP;SUCCESS;243;0.02859
WNTJ_1_10_p100_r5_t10_c100g.dat;10;13;DP;SUCCESS;282;0.016489
WNTJ_1_10_p100_r5_t10_c100h.dat;10;20;DP;SUCCESS;168;0.019305
WNTJ_1_10_p100_r5_t10_c100i.dat;10;19;DP;SUCCESS;218;0.031806
WNTJ_1_10_p100_r5_t10_c100j.dat;10;13;DP;SUCCESS;137;0.009644
WNTJ_1_10_p100_r5_t1_c100a.dat;10;10;DP;SUCCESS;436;0.008208
WNTJ_1_10_p100_r5_t1_c100b.dat;10;19;DP;SUCCESS;284;0.013289
WNTJ_1_10_p100_r5_t1_c100c.dat;10;11;DP;SUCCESS;208;0.008068
WNTJ_1_10_p100_r5_t1_c100d.dat;10;10;DP;SUCCESS;439;0.008403
WNTJ_1_10_p100_r5_t1_c100e.dat;10;11;DP;SUCCESS;111;0.008564
WNTJ_1_10_p100_r5_t1_c100f.dat;10;10;DP;SUCCESS;223;0.008108
WNTJ_1_10_p100_r5_t1_c100g.dat;10;10;DP;SUCCESS;232;0.008091
WNTJ_1_10_p100_r5_t1_c100h.dat;10;11;DP;SUCCESS;382;0.00979
WNTJ_1_10_p100_r5_t1_c100i.dat;10;12;DP;SUCCESS;263;0.010723
WNTJ_1_10_p100_r5_t1_c100j.dat;10;11;DP;SUCCESS;420;0.008561
WNTJ_1_10_p100_r5_t20_c100a.dat;10;14;DP;SUCCESS;139;0.010167
WNTJ_1_10_p100_r5_t20_c100b.dat;10;28;DP;SUCCESS;101;0.11912
WNTJ_1_10_p100_r5_t20_c100c.dat;10;25;DP;SUCCESS;213;0.035688
WNTJ_1_10_p100_r5_t20_c100d.dat;10;19;DP;SUCCESS;90;0.037131
WNTJ_1_10_p100_r5_t20_c100e.dat;10;16;DP;SUCCESS;74;0.032353
WNTJ_1_10_p100_r5_t20_c100f.dat;10;35;DP;SUCCESS;28;0.481587
WNTJ_1_10_p100_r5_t20_c100g.dat;10;16;DP;SUCCESS;102;0.039003
WNTJ_1_10_p100_r5_t20_c100h.dat;10;19;DP;SUCCESS;119;0.067576
WNTJ_1_10_p100_r5_t20_c100i.dat;10;30;DP;SUCCESS;124;0.104023
WNTJ_1_10_p100_r5_t20_c100j.dat;10;18;DP;SUCCESS;212;0.015498
WNTJ_1_10_p100_r5_t5_c100a.dat;10;13;DP;SUCCESS;318;0.020685
WNTJ_1_10_p100_r5_t5_c100b.dat;10;16;DP;SUCCESS;421;0.010663
WNTJ_1_10_p100_r5_t5_c100c.dat;10;18;DP;SUCCESS;211;0.018941
WNTJ_1_10_p100_r5_t5_c100d.dat;10;12;DP;SUCCESS;177;0.014304
WNTJ_1_10_p100_r5_t5_c100e.dat;10;15;DP;SUCCESS;115;0.011121
WNTJ_1_10_p100_r5_t5_c100f.dat;10;17;DP;SUCCESS;225;0.014478
WNTJ_1_10_p100_r5_t5_c100g.dat;10;12;DP;SUCCESS;147;0.009161
WNTJ_1_10_p100_r5_t5_c100h.dat;10;10;DP;SUCCESS;298;0.007835
WNTJ_1_10_p100_r5_t5_c100i.dat;10;13;DP;SUCCESS;249;0.009148
WNTJ_1_10_p100_r5_t5_c100j.dat;10;14;DP;SUCCESS;315;0.012624
WNTJ_1_20_p100_r10_t10_c100a.dat;20;48;DP;SUCCESS;345;0.796477
WNTJ_1_20_p100_r10_t10_c100b.dat;20;43;DP;SUCCESS;310;0.272587
WNTJ_1_20_p100_r10_t10_c100c.dat;20;52;DP;SUCCESS;500;0.596404
WNTJ_1_20_p100_r10_t10_c100e.dat;20;51;DP;SUCCESS;244;0.904574
WNTJ_1_20_p100_r10_t10_c100f.dat;20;64;DP;SUCCESS;363;1.77673
WNTJ_1_20_p100_r10_t10_c100h.dat;20;46;DP;SUCCESS;431;1.92285
WNTJ_1_20_p100_r10_t10_c100i.dat;20;55;DP;SUCCESS;386;1.02237
WNTJ_1_20_p100_r10_t10_c100j.dat;20;58;DP;SUCCESS;382;1.68619
WNTJ_1_20_p100_r10_t1_c100a.dat;20;24;DP;SUCCESS;725;0.01648
WNTJ_1_20_p100_r10_t1_c100b.dat;20;22;DP;SUCCESS;650;0.010645
WNTJ_1_20_p100_r10_t1_c100c.dat;20;27;DP;SUCCESS;461;0.036272
WNTJ_1_20_p100_r10_t1_c100d.dat;20;27;DP;SUCCESS;394;0.055291
WNTJ_1_20_p100_r10_t1_c100e.dat;20;34;DP;SUCCESS;448;0.075904
WNTJ_1_20_p100_r10_t1_c100f.dat;20;30;DP;SUCCESS;410;0.030943
WNTJ_1_20_p100_r10_t1_c100g.dat;20;26;DP;SUCCESS;417;0.010081
WNTJ_1_20_p100_r10_t1_c100h.dat;20;25;DP;SUCCESS;280;0.032635
WNTJ_1_20_p100_r10_t1_c100i.dat;20;25;DP;SUCCESS;417;0.012132
WNTJ_1_20_p100_r10_t1_c100j.dat;20;23;DP;SUCCESS;357;0.037489
WNTJ_1_20_p100_r10_t20_c100b.dat;20;91;DP;SUCCESS;161;22.3666
WNTJ_1_20_p100_r10_t20_c100c.dat;20;77;DP;SUCCESS;190;19.6551
WNTJ_1_20_p100_r10_t20_c100e.dat;20;62;DP;SUCCESS;205;5.0835
WNTJ_1_20_p100_r10_t20_c100f.dat;20;71;DP;SUCCESS;262;5.91623
WNTJ_1_20_p100_r10_t20_c100g.dat;20;94;DP;SUCCESS;280;14.3546
WNTJ_1_20_p100_r10_t20_c100h.dat;20;79;DP;SUCCESS;205;7.85184
WNTJ_1_20_p100_r10_t20_c100i.dat;20;59;DP;SUCCESS;182;10.0057
WNTJ_1_20_p100_r10_t5_c100a.dat;20;35;DP;SUCCESS;402;0.225031
